Search keyword report
"March 31, 2026 - April 27, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Final URL,Impr.,CTR,Currency code,Cost,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
Enabled,[mold abatement company],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Remediation,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal company],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Remediation,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement services],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Remediation,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation services],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Remediation,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Remediation,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation company],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Remediation,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal services],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Remediation,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test company],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test services near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold assessment company near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold inspection near me,Broad match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test company near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing services near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold detection services,Broad match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold assessment services],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection services near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection services],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,2,50.00%,USD,2.78,1,0.00%,0.00,2.78,0.00
Enabled,mold testing company near me,Broad match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing company near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold testing and inspections,Broad match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,1,100.00%,USD,2.08,1,0.00%,0.00,2.08,0.00
Enabled,[mold assessment company],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing services],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection company],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[air quality test for mold],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection company near me],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing company],Exact match,[Core] [Search] Mold Services - Pennsylvania [PENDING],Mold Testing & Inspections,Not eligible,campaign paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation services],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal company],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation near me,Broad match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement services],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold clean up services],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation company],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation services,Broad match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold specialist near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold removal,Broad match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,8,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation company],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation services],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation,Broad match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement company],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal services],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold clean up near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing company near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold assessment company near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test services near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold testing and inspections,Broad match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,2,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test company],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection company],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing services],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection services],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[air quality test for mold],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing services near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold detection services,Broad match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,3,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold inspection near me,Broad match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,20,15.00%,USD,28.31,3,0.00%,0.00,9.44,0.00
Enabled,[mold testing company],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection services near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection company near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold assessment services],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold testing company near me,Broad match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold assessment company],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test company near me],Exact match,[Core] [Search] Mold Services - Delaware,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation services],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,combat mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement company],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what stops mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation near me],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation company],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold specialist near me],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mould remediation services,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what helps prevent mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold clean up near me],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold removal,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,"""water and mold remediation""",Phrase match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold restoration,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,get rid of mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation services],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold mildew remover,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal company],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,stopping mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,preventing mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold clean up services],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold and mildew,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mildew removal,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement services],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inspection and testing,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,black mold removal,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,get rid of mold in house,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation company],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what to use to prevent mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold cleaning company,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal near me],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inspection,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inside,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,to prevent mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation services,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,how can you prevent mold,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold cleaning,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,remediation company,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal services],Exact match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold testing,Broad match,[Core] [Search] Mold Services - Maryland,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,42,9.52%,USD,113.53,4,0.37%,0.01,28.38,7667.84
Enabled,mold test company,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,197,0.51%,USD,18.65,1,100.00%,1.00,18.65,18.65
Enabled,[mold detection company near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing company],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test services],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,11,9.09%,USD,14.67,1,0.00%,0.00,14.67,0.00
Enabled,[mold testing services near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test company near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold detection services],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,40,7.50%,USD,64.08,3,0.00%,0.00,21.36,0.00
Enabled,[mold test company],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold inspection services,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,327,3.67%,USD,215.45,12,16.54%,1.99,17.95,108.53
Enabled,[mold testing company near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold test services near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold testing services],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,119,7.56%,USD,206.49,9,0.00%,0.00,22.94,0.00
Enabled,mold testing and inspections,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,"1,641",2.68%,USD,718.69,44,15.91%,7.00,16.33,102.67
Enabled,air quality test for mold,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,"1,168",3.85%,USD,486.59,45,22.22%,10.00,10.81,48.66
Enabled,mold inspection services near me,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold detection services near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,4,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection services],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,18,11.11%,USD,22.17,2,0.00%,0.00,11.09,0.00
Enabled,mold test services,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold testing services,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,422,4.03%,USD,197.85,17,17.65%,3.00,11.64,65.95
Enabled,[mold inspection company],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection company near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,2,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold detection company],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,7,14.29%,USD,17.49,1,100.00%,1.00,17.49,17.49
Enabled,mold inspection near me,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold testing company near me,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold inspection services near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold detection services,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,304,1.64%,USD,64.37,5,0.00%,0.00,12.87,0.00
Enabled,[mold assessment services],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold assessment services near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[air quality test for mold],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,73,4.11%,USD,38.62,3,0.00%,0.00,12.87,0.00
Enabled,[mold testing and inspections],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,107,8.41%,USD,165.92,9,44.44%,4.00,18.44,41.48
Enabled,[mold assessment company],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,7,14.29%,USD,20.42,1,0.00%,0.00,20.42,0.00
Enabled,mold detection company,Broad match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold assessment company near me],Exact match,[Core] [Search] Mold Services - DC,Mold Testing & Inspections,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,remediation company,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,stopping mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold and mildew,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold testing,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,get rid of mold in house,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation company],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,6,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation services],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,5,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal company],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,89,2.25%,USD,27.26,2,0.00%,0.00,13.63,0.00
Enabled,mould remediation services,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
